"","Freq","Genes"
"C7orf62",2,"C7orf62"
"C8orf22",2,"C8orf22"
"C8orf74",2,"C8orf74"
"C9orf156",2,"C9orf156"
"C9orf171",2,"C9orf171"
"C9orf24",2,"C9orf24"
"C9orf64",2,"C9orf64"
"CA1",2,"CA1"
"CABP1",2,"CABP1"
"CACTIN",2,"CACTIN"
"CADM1",2,"CADM1"
"CADPS2",2,"CADPS2"
"CALCB",2,"CALCB"
"CALCOCO1",2,"CALCOCO1"
"CALCOCO2",2,"CALCOCO2"
"CALU",2,"CALU"
"CAMKK1",2,"CAMKK1"
"CAMKV",2,"CAMKV"
"CAMP",2,"CAMP"
"CANX",2,"CANX"
"CAPN12",2,"CAPN12"
"CAPN2",2,"CAPN2"
"CAPN3",2,"CAPN3"
"CAPZA3",2,"CAPZA3"
"CARD16",2,"CARD16"
"CARD9",2,"CARD9"
"CARS",2,"CARS"
"CASC10",2,"CASC10"
"CASD1",2,"CASD1"
"CASP4",2,"CASP4"
"CAT",2,"CAT"
"CATSPERB",2,"CATSPERB"
"CBLL1",2,"CBLL1"
"CBLN3",2,"CBLN3"
"CBWD1",2,"CBWD1"
"CBWD3",2,"CBWD3"
"CBX5",2,"CBX5"
"CCAR2",2,"CCAR2"
"CCBL2",2,"CCBL2"
"CCDC117",2,"CCDC117"
"CCDC15",2,"CCDC15"
"CCDC155",2,"CCDC155"
"CCDC172",2,"CCDC172"
"CCDC18",2,"CCDC18"
"CCDC186",2,"CCDC186"
"CCDC25",2,"CCDC25"
"CCDC3",2,"CCDC3"
"CCDC33",2,"CCDC33"
"CCDC34",2,"CCDC34"
"CCDC42",2,"CCDC42"
"CCDC51",2,"CCDC51"
"CCDC6",2,"CCDC6"
"CCDC65",2,"CCDC65"
"CCDC67",2,"CCDC67"
"CCDC88B",2,"CCDC88B"
"CCDC96",2,"CCDC96"
"CCL1",2,"CCL1"
"CCL14",2,"CCL14"
"CCL16",2,"CCL16"
"CCL20",2,"CCL20"
"CCL21",2,"CCL21"
"CCL28",2,"CCL28"
"CCL7",2,"CCL7"
"CCNB1",2,"CCNB1"
"CCNB1IP1",2,"CCNB1IP1"
"CCNE2",2,"CCNE2"
"CCNH",2,"CCNH"
"CCNI",2,"CCNI"
"CCNT1",2,"CCNT1"
"CCR2",2,"CCR2"
"CCR8",2,"CCR8"
"CCT3",2,"CCT3"
"CCT4",2,"CCT4"
"CCT7",2,"CCT7"
"CCZ1",2,"CCZ1"
"CD28",2,"CD28"
"CD300A",2,"CD300A"
"CD300LB",2,"CD300LB"
"CD300LF",2,"CD300LF"
"CD36",2,"CD36"
"CD37",2,"CD37"
"CD38",2,"CD38"
"CD46",2,"CD46"
"CD47",2,"CD47"
"CD48",2,"CD48"
"CD5",2,"CD5"
"CD72",2,"CD72"
"CD79A",2,"CD79A"
"CD79B",2,"CD79B"
"CD82",2,"CD82"
"CD8B",2,"CD8B"
"CD9",2,"CD9"
"CD99",2,"CD99"
"CDC14A",2,"CDC14A"
"CDC25A",2,"CDC25A"
"CDC27",2,"CDC27"
"CDC42BPB",2,"CDC42BPB"
"CDC42EP2",2,"CDC42EP2"
"CDCP2",2,"CDCP2"
"CDH1",2,"CDH1"
"CDK13",2,"CDK13"
"CDK15",2,"CDK15"
"CDK6",2,"CDK6"
"CDKL2",2,"CDKL2"
"CDKL3",2,"CDKL3"
"CDKN2D",2,"CDKN2D"
"CDNF",2,"CDNF"
"CDT1",2,"CDT1"
"CEACAM1",2,"CEACAM1"
"CEACAM20",2,"CEACAM20"
"CEACAM7",2,"CEACAM7"
"CECR5",2,"CECR5"
"CELF1",2,"CELF1"
"CENPB",2,"CENPB"
"CENPH",2,"CENPH"
"CENPK",2,"CENPK"
"CENPT",2,"CENPT"
"CEP104",2,"CEP104"
"CEP131",2,"CEP131"
"CEP41",2,"CEP41"
"CEP44",2,"CEP44"
"CEP63",2,"CEP63"
"CEP68",2,"CEP68"
"CEP70",2,"CEP70"
"CEP76",2,"CEP76"
"CEP78",2,"CEP78"
"CEP83",2,"CEP83"
"CEP85",2,"CEP85"
"CERK",2,"CERK"
"CERS3",2,"CERS3"
"CERS5",2,"CERS5"
"CES1",2,"CES1"
"CETP",2,"CETP"
"CFAP57",2,"CFAP57"
"CFHR1",2,"CFHR1"
"CFLAR",2,"CFLAR"
"CGB1",2,"CGB1"
"CGREF1",2,"CGREF1"
"CGRRF1",2,"CGRRF1"
"CHCHD6",2,"CHCHD6"
"CHDH",2,"CHDH"
"CHEK2",2,"CHEK2"
"CHERP",2,"CHERP"
"CHKA",2,"CHKA"
"CHMP1B",2,"CHMP1B"
"CHMP5",2,"CHMP5"
"CHMP7",2,"CHMP7"
"CHPF",2,"CHPF"
"CHST12",2,"CHST12"
"CHST15",2,"CHST15"
"CHST4",2,"CHST4"
"CHST9",2,"CHST9"
"CHURC1",2,"CHURC1"
"CIDEA",2,"CIDEA"
"CIPC",2,"CIPC"
"CLCN7",2,"CLCN7"
"CLDN11",2,"CLDN11"
"CLDN16",2,"CLDN16"
"CLDN2",2,"CLDN2"
"CLDN22",2,"CLDN22"
"CLDN25",2,"CLDN25"
"CLDN4",2,"CLDN4"
"CLDN8",2,"CLDN8"
"CLEC10A",2,"CLEC10A"
"CLEC1A",2,"CLEC1A"
"CLEC2L",2,"CLEC2L"
"CLEC5A",2,"CLEC5A"
"CLIC2",2,"CLIC2"
"CLIC6",2,"CLIC6"
"CLK1",2,"CLK1"
"CLK4",2,"CLK4"
"CLP1",2,"CLP1"
"CLPTM1",2,"CLPTM1"
"CNN1",2,"CNN1"
"CNNM2",2,"CNNM2"
"CNOT11",2,"CNOT11"
"CNOT6",2,"CNOT6"
"CNOT6L",2,"CNOT6L"
"CNRIP1",2,"CNRIP1"
"CNTFR",2,"CNTFR"
"COG3",2,"COG3"
"COIL",2,"COIL"
"COL13A1",2,"COL13A1"
"COL9A2",2,"COL9A2"
"COPS3",2,"COPS3"
"COQ4",2,"COQ4"
"COQ5",2,"COQ5"
"COQ9",2,"COQ9"
"CORO1A",2,"CORO1A"
"COTL1",2,"COTL1"
"COX10",2,"COX10"
"COX20",2,"COX20"
"COX6B1",2,"COX6B1"
"CP",2,"CP"
"CPA5",2,"CPA5"
"CPEB2",2,"CPEB2"
"CPEB3",2,"CPEB3"
"CPEB4",2,"CPEB4"
"CPNE1",2,"CPNE1"
"CPNE2",2,"CPNE2"
"CRABP1",2,"CRABP1"
"CRABP2",2,"CRABP2"
"CREB1",2,"CREB1"
"CREB3L1",2,"CREB3L1"
"CREB3L3",2,"CREB3L3"
"CRELD2",2,"CRELD2"
"CREM",2,"CREM"
"CRIPT",2,"CRIPT"
"CRKL",2,"CRKL"
"CRLF1",2,"CRLF1"
"CRTAM",2,"CRTAM"
"CRYGD",2,"CRYGD"
"CRYGS",2,"CRYGS"
"CRYZ",2,"CRYZ"
"CS",2,"CS"
"CSK",2,"CSK"
"CSN3",2,"CSN3"
"CSNK1A1",2,"CSNK1A1"
"CSNK1D",2,"CSNK1D"
"CSNK1G2",2,"CSNK1G2"
"CSNK2A2",2,"CSNK2A2"
"CSNK2A3",2,"CSNK2A3"
"CSRNP2",2,"CSRNP2"
"CST11",2,"CST11"
"CST8",2,"CST8"
"CSTF1",2,"CSTF1"
"CSTL1",2,"CSTL1"
"CT83",2,"CT83"
"CTBP1",2,"CTBP1"
"CTDSP2",2,"CTDSP2"
"CTDSPL2",2,"CTDSPL2"
"CTR9",2,"CTR9"
"CTSK",2,"CTSK"
"CTTN",2,"CTTN"
"CUEDC2",2,"CUEDC2"
"CUL3",2,"CUL3"
"CWC22",2,"CWC22"
"CXCL6",2,"CXCL6"
"CXorf23",2,"CXorf23"
"CXorf38",2,"CXorf38"
"CXorf40B",2,"CXorf40B"
"CXorf56",2,"CXorf56"
"CXorf65",2,"CXorf65"
"CXXC1",2,"CXXC1"
"CXXC5",2,"CXXC5"
"CYBRD1",2,"CYBRD1"
"CYC1",2,"CYC1"
"CYLD",2,"CYLD"
"CYP11A1",2,"CYP11A1"
"CYP19A1",2,"CYP19A1"
"CYP1A1",2,"CYP1A1"
"CYP20A1",2,"CYP20A1"
"CYP27A1",2,"CYP27A1"
"CYP2C18",2,"CYP2C18"
"CYP2D7",2,"CYP2D7"
"CYP2E1",2,"CYP2E1"
"CYP2F1",2,"CYP2F1"
"CYP2R1",2,"CYP2R1"
"CYP3A4",2,"CYP3A4"
"CYP3A43",2,"CYP3A43"
"CYP3A5",2,"CYP3A5"
"CYP3A7",2,"CYP3A7"
"CYSLTR1",2,"CYSLTR1"
"CYSTM1",2,"CYSTM1"
"CYTL1",2,"CYTL1"
"DAB2IP",2,"DAB2IP"
"DAG1",2,"DAG1"
"DAGLB",2,"DAGLB"
"DALRD3",2,"DALRD3"
"DAP",2,"DAP"
"DARS",2,"DARS"
"DAXX",2,"DAXX"
"DAZAP2",2,"DAZAP2"
"DBN1",2,"DBN1"
"DBNDD1",2,"DBNDD1"
"DBNDD2",2,"DBNDD2"
"DBNL",2,"DBNL"
"DCAF11",2,"DCAF11"
"DCAF13",2,"DCAF13"
"DCAF15",2,"DCAF15"
"DCAF17",2,"DCAF17"
"DCAF7",2,"DCAF7"
"DCANP1",2,"DCANP1"
"DCBLD2",2,"DCBLD2"
"DCK",2,"DCK"
"DCLRE1B",2,"DCLRE1B"
"DCLRE1C",2,"DCLRE1C"
"DCTN5",2,"DCTN5"
"DCUN1D2",2,"DCUN1D2"
"DDX17",2,"DDX17"
"DDX20",2,"DDX20"
"DDX23",2,"DDX23"
"DDX28",2,"DDX28"
"DDX31",2,"DDX31"
"DDX41",2,"DDX41"
"DDX53",2,"DDX53"
"DDX54",2,"DDX54"
"DDX55",2,"DDX55"
"DEAF1",2,"DEAF1"
"DECR2",2,"DECR2"
"DEF8",2,"DEF8"
"DEFA5",2,"DEFA5"
"DEFB106B",2,"DEFB106B"
"DEFB112",2,"DEFB112"
"DEFB113",2,"DEFB113"
"DEFB123",2,"DEFB123"
"DEFB126",2,"DEFB126"
"DEK",2,"DEK"
"DENND2C",2,"DENND2C"
"DERA",2,"DERA"
"DERL1",2,"DERL1"
"DFNB59",2,"DFNB59"
"DGKE",2,"DGKE"
"DGKZ",2,"DGKZ"
"DHFRL1",2,"DHFRL1"
"DHH",2,"DHH"
"DHX36",2,"DHX36"
"DIO1",2,"DIO1"
"DIRAS2",2,"DIRAS2"
"DKK4",2,"DKK4"
"DLD",2,"DLD"
"DLEC1",2,"DLEC1"
"DLL1",2,"DLL1"
"DMRTA1",2,"DMRTA1"
"DMRTA2",2,"DMRTA2"
"DNAAF3",2,"DNAAF3"
"DNAH14",2,"DNAH14"
"DNAJA3",2,"DNAJA3"
"DNAJB1",2,"DNAJB1"
"DNAJB2",2,"DNAJB2"
"DNAJB4",2,"DNAJB4"
"DNAJB6",2,"DNAJB6"
"DNAJC14",2,"DNAJC14"
"DNAJC21",2,"DNAJC21"
"DNAJC3",2,"DNAJC3"
"DNAJC5B",2,"DNAJC5B"
"DNAJC5G",2,"DNAJC5G"
"DNASE1L3",2,"DNASE1L3"
"DNM2",2,"DNM2"
"DNMT1",2,"DNMT1"
"DNPEP",2,"DNPEP"
"DOC2A",2,"DOC2A"
"DOK1",2,"DOK1"
"DOK7",2,"DOK7"
"DPEP2",2,"DPEP2"
"DPF3",2,"DPF3"
"DPM1",2,"DPM1"
"DPP9",2,"DPP9"
"DPPA2",2,"DPPA2"
"DPT",2,"DPT"
"DPY19L1",2,"DPY19L1"
"DPYSL3",2,"DPYSL3"
"DRICH1",2,"DRICH1"
"DSCC1",2,"DSCC1"
"DTL",2,"DTL"
"DTNB",2,"DTNB"
"DTX4",2,"DTX4"
"DUSP11",2,"DUSP11"
"DUSP12",2,"DUSP12"
"DUSP14",2,"DUSP14"
"DUSP15",2,"DUSP15"
"DUSP16",2,"DUSP16"
"DUSP19",2,"DUSP19"
"DUSP3",2,"DUSP3"
"DUSP4",2,"DUSP4"
"DUSP9",2,"DUSP9"
"DUXA",2,"DUXA"
"DVL1",2,"DVL1"
"DYNC1LI1",2,"DYNC1LI1"
"DYRK1A",2,"DYRK1A"
"E2F1",2,"E2F1"
"E2F4",2,"E2F4"
"E2F8",2,"E2F8"
"EAPP",2,"EAPP"
"EARS2",2,"EARS2"
"EBP",2,"EBP"
"ECHDC3",2,"ECHDC3"
"ECHS1",2,"ECHS1"
"EDA",2,"EDA"
"EEF1A1",2,"EEF1A1"
"EEF1E1",2,"EEF1E1"
"EFCAB7",2,"EFCAB7"
"EFHD1",2,"EFHD1"
"EFS",2,"EFS"
"EGLN2",2,"EGLN2"
"EIF1AD",2,"EIF1AD"
"EIF2AK2",2,"EIF2AK2"
"EIF2AK4",2,"EIF2AK4"
"EIF2B2",2,"EIF2B2"
"EIF2B4",2,"EIF2B4"
"EIF2S3",2,"EIF2S3"
"EIF3F",2,"EIF3F"
"EIF3K",2,"EIF3K"
"EIF3L",2,"EIF3L"
"EIF4B",2,"EIF4B"
"EIF4E",2,"EIF4E"
"EIF4E2",2,"EIF4E2"
"EIF4E3",2,"EIF4E3"
"EIF4G2",2,"EIF4G2"
"EIF6",2,"EIF6"
"ELAC2",2,"ELAC2"
"ELANE",2,"ELANE"
"ELF3",2,"ELF3"
"ELF4",2,"ELF4"
"ELL2",2,"ELL2"
"ELMO3",2,"ELMO3"
"ELMOD1",2,"ELMOD1"
"ELMOD2",2,"ELMOD2"
"ELOVL2",2,"ELOVL2"
"EMB",2,"EMB"
"EMC9",2,"EMC9"
"EME2",2,"EME2"
"EMID1",2,"EMID1"
"EML3",2,"EML3"
"EML4",2,"EML4"
"EMX1",2,"EMX1"
"ENDOD1",2,"ENDOD1"
"ENDOU",2,"ENDOU"
"ENKD1",2,"ENKD1"
"ENOSF1",2,"ENOSF1"
"ENPP5",2,"ENPP5"
"ENTPD6",2,"ENTPD6"
"ENY2",2,"ENY2"
"EOGT",2,"EOGT"
"EP300",2,"EP300"
"EPB41",2,"EPB41"
"EPB42",2,"EPB42"
"EPC1",2,"EPC1"
"EPCAM",2,"EPCAM"
"EPHX3",2,"EPHX3"
"EPN1",2,"EPN1"
"EPT1",2,"EPT1"
"ERAP2",2,"ERAP2"
"EREG",2,"EREG"
"ERGIC3",2,"ERGIC3"
"ERI3",2,"ERI3"
"ERICH5",2,"ERICH5"
"ERMN",2,"ERMN"
"ERN1",2,"ERN1"
"ERN2",2,"ERN2"
"ERRFI1",2,"ERRFI1"
"ERVFRD-1",2,"ERVFRD-1"
"ESD",2,"ESD"
"ESM1",2,"ESM1"
"ESYT2",2,"ESYT2"
"ETNK1",2,"ETNK1"
"ETS1",2,"ETS1"
"ETS2",2,"ETS2"
"ETV1",2,"ETV1"
"ETV3",2,"ETV3"
"ETV5",2,"ETV5"
"EVA1B",2,"EVA1B"
"EVA1C",2,"EVA1C"
"EVC",2,"EVC"
"EVI2A",2,"EVI2A"
"EXOC1",2,"EXOC1"
"EXOC3",2,"EXOC3"
"EXOC3L2",2,"EXOC3L2"
"EXT2",2,"EXT2"
"EZR",2,"EZR"
"F10",2,"F10"
"F12",2,"F12"
"F2RL3",2,"F2RL3"
"FABP12",2,"FABP12"
"FADS2",2,"FADS2"
"FADS3",2,"FADS3"
"FADS6",2,"FADS6"
"FAM101A",2,"FAM101A"
"FAM107B",2,"FAM107B"
"FAM110A",2,"FAM110A"
"FAM111A",2,"FAM111A"
"FAM117B",2,"FAM117B"
"FAM120AOS",2,"FAM120AOS"
"FAM124A",2,"FAM124A"
"FAM134B",2,"FAM134B"
"FAM150A",2,"FAM150A"
"FAM153A",2,"FAM153A"
"FAM160B1",2,"FAM160B1"
"FAM168A",2,"FAM168A"
"FAM170A",2,"FAM170A"
"FAM172A",2,"FAM172A"
"FAM177B",2,"FAM177B"
"FAM178A",2,"FAM178A"
"FAM179A",2,"FAM179A"
"FAM204A",2,"FAM204A"
"FAM20B",2,"FAM20B"
"FAM214B",2,"FAM214B"
"FAM216B",2,"FAM216B"
"FAM221A",2,"FAM221A"
"FAM26E",2,"FAM26E"
"FAM46A",2,"FAM46A"
"FAM47E-STBD1",2,"FAM47E-STBD1"
"FAM53C",2,"FAM53C"
"FAM71D",2,"FAM71D"
"FAM71E1",2,"FAM71E1"
"FAM78A",2,"FAM78A"
"FAM81A",2,"FAM81A"
"FAM83F",2,"FAM83F"
"FAM98A",2,"FAM98A"
"FAM9A",2,"FAM9A"
"FANCC",2,"FANCC"
"FANCE",2,"FANCE"
"FANCF",2,"FANCF"
"FANCL",2,"FANCL"
"FAR1",2,"FAR1"
"FARSB",2,"FARSB"
"FASTKD1",2,"FASTKD1"
"FASTKD5",2,"FASTKD5"
"FBF1",2,"FBF1"
"FBP2",2,"FBP2"
"FBXL13",2,"FBXL13"
"FBXL3",2,"FBXL3"
"FBXL5",2,"FBXL5"
"FBXO21",2,"FBXO21"
"FBXO22",2,"FBXO22"
"FBXO27",2,"FBXO27"
"FBXO33",2,"FBXO33"
"FBXO41",2,"FBXO41"
"FBXO46",2,"FBXO46"
"FBXO48",2,"FBXO48"
"FBXW12",2,"FBXW12"
"FBXW2",2,"FBXW2"
"FBXW4",2,"FBXW4"
"FBXW5",2,"FBXW5"
"FCAMR",2,"FCAMR"
"FCGR1A",2,"FCGR1A"
"FCGR2A",2,"FCGR2A"
"FCHSD1",2,"FCHSD1"
"FCN3",2,"FCN3"
"FDPS",2,"FDPS"
"FECH",2,"FECH"
"FERMT2",2,"FERMT2"
"FGD2",2,"FGD2"
"FGD3",2,"FGD3"
"FGD4",2,"FGD4"
"FGF5",2,"FGF5"
"FGFR1",2,"FGFR1"
"FICD",2,"FICD"
"FIGLA",2,"FIGLA"
"FJX1",2,"FJX1"
"FKBP15",2,"FKBP15"
"FKBP9",2,"FKBP9"
"FLAD1",2,"FLAD1"
"FLYWCH1",2,"FLYWCH1"
"FLYWCH2",2,"FLYWCH2"
"FN3KRP",2,"FN3KRP"
"FNBP1",2,"FNBP1"
"FNDC9",2,"FNDC9"
"FNIP1",2,"FNIP1"
"FOLR1",2,"FOLR1"
"FOLR2",2,"FOLR2"
"FOSL2",2,"FOSL2"
"FOXA2",2,"FOXA2"
"FOXA3",2,"FOXA3"
"FOXD4",2,"FOXD4"
"FOXD4L3",2,"FOXD4L3"
"FOXD4L6",2,"FOXD4L6"
"FOXI2",2,"FOXI2"
"FOXJ2",2,"FOXJ2"
"FOXK2",2,"FOXK2"
"FOXL1",2,"FOXL1"
"FOXL2",2,"FOXL2"
"FOXN1",2,"FOXN1"
"FOXN3",2,"FOXN3"
"FOXP3",2,"FOXP3"
"FOXQ1",2,"FOXQ1"
"FOXR2",2,"FOXR2"
"FOXRED2",2,"FOXRED2"
"FOXS1",2,"FOXS1"
"FPR3",2,"FPR3"
"FRG1B",2,"FRG1B"
"FRMD1",2,"FRMD1"
"FRMD5",2,"FRMD5"
"FRMD8",2,"FRMD8"
"FSCN1",2,"FSCN1"
"FSTL1",2,"FSTL1"
"FSTL4",2,"FSTL4"
"FTH1",2,"FTH1"
"FTMT",2,"FTMT"
"FTO",2,"FTO"
"FURIN",2,"FURIN"
"FUT8",2,"FUT8"
"FXYD5",2,"FXYD5"
"FXYD6",2,"FXYD6"
"FYN",2,"FYN"
"FZD2",2,"FZD2"
"FZD5",2,"FZD5"
"FZD9",2,"FZD9"
"G6PC",2,"G6PC"
"G6PD",2,"G6PD"
"GABPB1",2,"GABPB1"
"GABRD",2,"GABRD"
"GABRR3",2,"GABRR3"
"GAGE2A",2,"GAGE2A"
"GALK1",2,"GALK1"
"GALNTL5",2,"GALNTL5"
"GALR1",2,"GALR1"
"GALT",2,"GALT"
"GARS",2,"GARS"
"GART",2,"GART"
"GAS1",2,"GAS1"
"GAS2L2",2,"GAS2L2"
"GATA1",2,"GATA1"
"GATA6",2,"GATA6"
"GATAD1",2,"GATAD1"
"GATS",2,"GATS"
"GBA",2,"GBA"
"GBAS",2,"GBAS"
"GCA",2,"GCA"
"GCFC2",2,"GCFC2"
"GCM2",2,"GCM2"
"GCSAML",2,"GCSAML"
"GDAP1",2,"GDAP1"
"GDF9",2,"GDF9"
"GDPD2",2,"GDPD2"
"GDPD3",2,"GDPD3"
"GDPD4",2,"GDPD4"
"GEMIN5",2,"GEMIN5"
"GEMIN7",2,"GEMIN7"
"GFI1",2,"GFI1"
"GFM1",2,"GFM1"
"GFM2",2,"GFM2"
"GGT6",2,"GGT6"
"GGT7",2,"GGT7"
"GH1",2,"GH1"
"GHRH",2,"GHRH"
"GHRHR",2,"GHRHR"
"GID4",2,"GID4"
"GIN1",2,"GIN1"
"GINS4",2,"GINS4"
"GIP",2,"GIP"
"GIPC2",2,"GIPC2"
"GIPR",2,"GIPR"
"GIT2",2,"GIT2"
"GJB7",2,"GJB7"
"GJC3",2,"GJC3"
"GJD4",2,"GJD4"
"GKAP1",2,"GKAP1"
"GLB1L",2,"GLB1L"
"GLB1L2",2,"GLB1L2"
"GLB1L3",2,"GLB1L3"
"GLDN",2,"GLDN"
"GLIPR1L2",2,"GLIPR1L2"
"GLIPR2",2,"GLIPR2"
"GLIS3",2,"GLIS3"
"GLS2",2,"GLS2"
"GLTSCR1",2,"GLTSCR1"
"GLUD1",2,"GLUD1"
"GLUL",2,"GLUL"
"GLYCTK",2,"GLYCTK"
"GMFG",2,"GMFG"
"GNAL",2,"GNAL"
"GNAQ",2,"GNAQ"
"GNAT1",2,"GNAT1"
"GNB5",2,"GNB5"
"GNG12",2,"GNG12"
"GNGT2",2,"GNGT2"
"GNL1",2,"GNL1"
"GNMT",2,"GNMT"
"GNPAT",2,"GNPAT"
"GNPDA2",2,"GNPDA2"
"GNPTAB",2,"GNPTAB"
"GOLGA1",2,"GOLGA1"
"GOLGA5",2,"GOLGA5"
"GOLGA6L10",2,"GOLGA6L10"
"GOLT1B",2,"GOLT1B"
"GP6",2,"GP6"
"GPALPP1",2,"GPALPP1"
"GPATCH1",2,"GPATCH1"
"GPC2",2,"GPC2"
"GPER1",2,"GPER1"
"GPHB5",2,"GPHB5"
"GPN2",2,"GPN2"
"GPN3",2,"GPN3"
"GPR107",2,"GPR107"
"GPR12",2,"GPR12"
"GPR132",2,"GPR132"
"GPR135",2,"GPR135"
"GPR137",2,"GPR137"
"GPR151",2,"GPR151"
"GPR155",2,"GPR155"
"GPR160",2,"GPR160"
"GPR171",2,"GPR171"
"GPR20",2,"GPR20"
"GPR27",2,"GPR27"
"GPR34",2,"GPR34"
"GPR39",2,"GPR39"
"GPR52",2,"GPR52"
"GPR75",2,"GPR75"
"GPR78",2,"GPR78"
"GPR84",2,"GPR84"
"GPS1",2,"GPS1"
"GPSM2",2,"GPSM2"
"GPX6",2,"GPX6"
"GPX7",2,"GPX7"
"GPX8",2,"GPX8"
"GRAMD1A",2,"GRAMD1A"
"GRB2",2,"GRB2"
"GRHL1",2,"GRHL1"
"GRHPR",2,"GRHPR"
"GRK1",2,"GRK1"
"GRK4",2,"GRK4"
"GRM2",2,"GRM2"
"GRXCR1",2,"GRXCR1"
"GSDMD",2,"GSDMD"
"GSN",2,"GSN"
"GSS",2,"GSS"
"GSTA1",2,"GSTA1"
"GSTA4",2,"GSTA4"
"GSTM2",2,"GSTM2"
"GSTM3",2,"GSTM3"
"GSTO2",2,"GSTO2"
"GSX2",2,"GSX2"
"GTF2F1",2,"GTF2F1"
"GTF2IRD1",2,"GTF2IRD1"
"GTF3C5",2,"GTF3C5"
"GTSE1",2,"GTSE1"
"GUCA1B",2,"GUCA1B"
"GUF1",2,"GUF1"
"GYG1",2,"GYG1"
"GZMK",2,"GZMK"
"H2AFY",2,"H2AFY"
"H3F3B",2,"H3F3B"
"H3F3C",2,"H3F3C"
"H6PD",2,"H6PD"
"HACE1",2,"HACE1"
"HADH",2,"HADH"
"HADHA",2,"HADHA"
"HAP1",2,"HAP1"
"HAPLN4",2,"HAPLN4"
"HARBI1",2,"HARBI1"
"HARS",2,"HARS"
"HARS2",2,"HARS2"
"HAT1",2,"HAT1"
"HAUS2",2,"HAUS2"
"HAUS3",2,"HAUS3"
"HAX1",2,"HAX1"
"HBE1",2,"HBE1"
"HBP1",2,"HBP1"
"HCCS",2,"HCCS"
"HCST",2,"HCST"
"HDAC1",2,"HDAC1"
"HDAC10",2,"HDAC10"
"HDAC2",2,"HDAC2"
"HDAC3",2,"HDAC3"
"HDGFRP3",2,"HDGFRP3"
"HDLBP",2,"HDLBP"
"HEATR3",2,"HEATR3"
"HEATR9",2,"HEATR9"
"HEMGN",2,"HEMGN"
"HEPN1",2,"HEPN1"
"HEXA",2,"HEXA"
"HGSNAT",2,"HGSNAT"
"HHATL",2,"HHATL"
"HHLA2",2,"HHLA2"
"HID1",2,"HID1"
"HIF1A",2,"HIF1A"
"HIGD2B",2,"HIGD2B"
"HIST1H2AE",2,"HIST1H2AE"
"HIST1H2BB",2,"HIST1H2BB"
"HIST1H2BD",2,"HIST1H2BD"
"HIST1H2BE",2,"HIST1H2BE"
"HIST1H2BM",2,"HIST1H2BM"
"HIST1H3B",2,"HIST1H3B"
"HIST1H3F",2,"HIST1H3F"
"HIST1H3G",2,"HIST1H3G"
"HIST1H3I",2,"HIST1H3I"
"HIST1H4B",2,"HIST1H4B"
"HIST1H4C",2,"HIST1H4C"
"HIST1H4H",2,"HIST1H4H"
"HIST1H4K",2,"HIST1H4K"
"HIST2H3D",2,"HIST2H3D"
"HK2",2,"HK2"
"HKDC1",2,"HKDC1"
"HLA-A",2,"HLA-A"
"HLA-DQB2",2,"HLA-DQB2"
"HMG20A",2,"HMG20A"
"HMGB4",2,"HMGB4"
"HMGN5",2,"HMGN5"
"HMP19",2,"HMP19"
"HMSD",2,"HMSD"
"HMX3",2,"HMX3"
"HNF1A",2,"HNF1A"
"HNRNPH1",2,"HNRNPH1"
"HNRNPH2",2,"HNRNPH2"
"HORMAD1",2,"HORMAD1"
"HOXA10",2,"HOXA10"
"HOXA2",2,"HOXA2"
"HOXA4",2,"HOXA4"
"HOXA6",2,"HOXA6"
"HOXB13",2,"HOXB13"
"HOXB6",2,"HOXB6"
"HOXB7",2,"HOXB7"
"HOXC10",2,"HOXC10"
"HOXC8",2,"HOXC8"
"HOXC9",2,"HOXC9"
"HOXD8",2,"HOXD8"
"HP1BP3",2,"HP1BP3"
"HPDL",2,"HPDL"
"HPN",2,"HPN"
"HPS1",2,"HPS1"
"HPS6",2,"HPS6"
"HRASLS5",2,"HRASLS5"
"HS1BP3",2,"HS1BP3"
"HS3ST6",2,"HS3ST6"
"HS6ST1",2,"HS6ST1"
"HS6ST2",2,"HS6ST2"
"HSD17B1",2,"HSD17B1"
"HSD17B2",2,"HSD17B2"
"HSDL2",2,"HSDL2"
"HSPA4L",2,"HSPA4L"
"HSPB3",2,"HSPB3"
"HSPB7",2,"HSPB7"
"HTR2A",2,"HTR2A"
"HTR4",2,"HTR4"
"HTR7",2,"HTR7"
"HYAL1",2,"HYAL1"
"HYAL2",2,"HYAL2"
"IBA57",2,"IBA57"
"ICA1",2,"ICA1"
"ICA1L",2,"ICA1L"
"ICE2",2,"ICE2"
"IFIT1B",2,"IFIT1B"
"IFIT5",2,"IFIT5"
"IFNA13",2,"IFNA13"
"IFNA14",2,"IFNA14"
"IFNA21",2,"IFNA21"
"IFNA4",2,"IFNA4"
"IFNA5",2,"IFNA5"
"IFNA6",2,"IFNA6"
"IFNA8",2,"IFNA8"
"IFT57",2,"IFT57"
"IFT74",2,"IFT74"
"IFT81",2,"IFT81"
"IGF2",2,"IGF2"
"IGFL1",2,"IGFL1"
"IGFLR1",2,"IGFLR1"
"IGHA2",2,"IGHA2"
"IGHE",2,"IGHE"
"IGHG4",2,"IGHG4"
"IGHV1-45",2,"IGHV1-45"
"IGHV3-16",2,"IGHV3-16"
"IGHV3-53",2,"IGHV3-53"
